Nom;Prenom;email;age;Domaine_professionnel;Compétences_acquises;Compétences_en_court;Niveau_de_maîtrise;Compétences_cibles;Durée_apprentissage_par_compétence;Dernière_activité;Score
Brown;Kelli;briandodson@yahoo.com;60;Médecine;"Python, Cloud, SQL";"Python, Machine Learning";Intermédiaire;"Kubernetes, Cloud Computing";"2 mois, 1 mois, 1 mois";28/02/2025;9
Rogers;Amanda;xwatson@ellis.com;39;Marketing;"Gestion de projet, Java, Cloud";"DevOps, Java";Débutant;"Deep Learning, Blockchain";"6 mois, 2 mois, 4 mois";02/03/2025;8
Smith;Charles;tbauer@hotmail.com;50;Finance;"Python, Java, Gestion de projet";"DevOps, Java";Débutant;"Kubernetes, Deep Learning";"5 mois, 5 mois, 6 mois";10/02/2025;2
Johnson;Mary;qnelson@morgan.info;56;Marketing;"Java, Cloud, Gestion de projet";"Java, Machine Learning";Débutant;"Blockchain, Cloud Computing";"6 mois, 3 mois, 1 mois";27/02/2025;7
Ayala;Charles;jcastillo@gilbert-barnett.net;57;Ingénierie;"Machine Learning, Gestion de projet, Java";"DevOps, Machine Learning";Débutant;"Blockchain, Docker";"2 mois, 3 mois, 6 mois";13/01/2025;5
Andrews;Jessica;ashleystafford@gmail.com;21;Finance;"Python, Machine Learning, Gestion de projet";"Gestion de projet, Machine Learning";Débutant;"Cloud Computing, Deep Learning";"6 mois, 3 mois, 6 mois";09/01/2025;7
George;James;kimberly32@fitzgerald-mclaughlin.com;33;Ingénierie;"Java, DevOps, Gestion de projet";"Cloud, Gestion de projet";Intermédiaire;"Blockchain, Deep Learning";"4 mois, 2 mois, 2 mois";29/01/2025;10
Tanner;Rachel;baileyjackson@yahoo.com;37;Informatique;"SQL, DevOps, Python";"SQL, Java";Intermédiaire;"Deep Learning, Docker";"3 mois, 1 mois, 6 mois";26/01/2025;2
Peterson;Emma;karenfoster@watts-davidson.com;59;Marketing;"Python, Gestion de projet, Java";"Java, Gestion de projet";Intermédiaire;"Deep Learning, Docker";"4 mois, 4 mois, 1 mois";02/02/2025;6
Kemp;Christopher;sullivanmichael@russell.com;51;Finance;"Python, Cloud, Gestion de projet";"Java, Cloud";Débutant;"Deep Learning, Blockchain";"3 mois, 4 mois, 3 mois";23/01/2025;4
Fleming;Susan;williamcain@hotmail.com;51;Informatique;"Python, Machine Learning, Java";"Gestion de projet, Python";Intermédiaire;"Blockchain, Cloud Computing";"6 mois, 3 mois, 2 mois";13/01/2025;1
Keller;Michelle;martinezjoel@rodriguez.com;56;Informatique;"Java, Cloud, SQL";"SQL, Machine Learning";Débutant;"Blockchain, Kubernetes";"5 mois, 3 mois, 1 mois";02/03/2025;8
Reynolds;Michael;melinda59@gmail.com;55;Informatique;"DevOps, Java, Machine Learning";"DevOps, Java";Avancé;"Kubernetes, Blockchain";"3 mois, 2 mois, 4 mois";24/01/2025;4
James;Tracy;nwelch@yahoo.com;46;Informatique;"Cloud, Python, Machine Learning";"Python, Machine Learning";Débutant;"Kubernetes, Docker";"3 mois, 5 mois, 4 mois";24/01/2025;7
Meyer;Gail;vruiz@yahoo.com;30;Marketing;"Machine Learning, Cloud, Java";"SQL, Cloud";Débutant;"Kubernetes, Cloud Computing";"5 mois, 2 mois, 2 mois";19/02/2025;6
Johnson;Joseph;mooreolivia@smith.com;36;Marketing;"Java, Machine Learning, SQL";"Machine Learning, Java";Avancé;"Cloud Computing, Blockchain";"6 mois, 1 mois, 3 mois";12/02/2025;1
Russell;Dana;fduncan@hotmail.com;57;Médecine;"Python, Machine Learning, SQL";"SQL, Java";Avancé;"Cloud Computing, Deep Learning";"6 mois, 4 mois, 4 mois";01/02/2025;8
Quinn;Andrew;kthompson@hinton.com;40;Ingénierie;"Gestion de projet, Cloud, Machine Learning";"Java, Machine Learning";Intermédiaire;"Deep Learning, Blockchain";"5 mois, 6 mois, 5 mois";11/02/2025;5
Castaneda;Michael;twells@aguilar.com;40;Médecine;"Cloud, DevOps, Gestion de projet";"Java, SQL";Avancé;"Docker, Kubernetes";"4 mois, 4 mois, 1 mois";24/02/2025;3
Lee;Jocelyn;mlewis@richardson.com;25;Marketing;"Python, Machine Learning, Gestion de projet";"Gestion de projet, DevOps";Débutant;"Kubernetes, Cloud Computing";"6 mois, 4 mois, 3 mois";01/02/2025;5
Davis;James;nicolesandoval@yahoo.com;26;Ingénierie;"Python, Cloud, Gestion de projet";"Python, DevOps";Avancé;"Cloud Computing, Docker";"5 mois, 4 mois, 3 mois";31/01/2025;2
Saunders;Jon;jessicawoodward@tucker.com;30;Marketing;"Python, Java, Cloud";"Java, Python";Débutant;"Blockchain, Cloud Computing";"3 mois, 6 mois, 5 mois";23/01/2025;4
Nolan;Sharon;oflores@hotmail.com;48;Informatique;"Machine Learning, SQL, Python";"SQL, Gestion de projet";Intermédiaire;"Deep Learning, Blockchain";"3 mois, 6 mois, 1 mois";27/01/2025;10
Richardson;Brooke;maryturner@campos.com;43;Ingénierie;"SQL, Machine Learning, Python";"Python, Cloud";Avancé;"Cloud Computing, Blockchain";"1 mois, 3 mois, 3 mois";07/02/2025;2
Sullivan;Lynn;christine59@hotmail.com;51;Informatique;"Cloud, DevOps, Python";"Cloud, Gestion de projet";Débutant;"Cloud Computing, Deep Learning";"4 mois, 3 mois, 3 mois";01/01/2025;6
Stewart;Scott;atkinsonrobin@wilson.net;36;Ingénierie;"DevOps, Machine Learning, Java";"SQL, DevOps";Débutant;"Blockchain, Kubernetes";"1 mois, 6 mois, 4 mois";21/02/2025;4
Roberts;Jillian;hunterjoseph@fletcher.org;29;Marketing;"Python, Machine Learning, Gestion de projet";"DevOps, Python";Intermédiaire;"Kubernetes, Cloud Computing";"5 mois, 1 mois, 4 mois";19/01/2025;1
Hall;Kathryn;jeffersonmatthew@hotmail.com;57;Marketing;"Python, Java, DevOps";"Python, Machine Learning";Intermédiaire;"Blockchain, Docker";"4 mois, 4 mois, 4 mois";27/01/2025;6
Smith;Julie;richardsonbrian@rodriguez.org;26;Informatique;"Gestion de projet, Java, SQL";"Java, Python";Intermédiaire;"Blockchain, Kubernetes";"1 mois, 2 mois, 5 mois";05/01/2025;6
Bennett;David;chutchinson@hotmail.com;46;Ingénierie;"Python, Java, Machine Learning";"SQL, Java";Avancé;"Deep Learning, Docker";"2 mois, 4 mois, 4 mois";14/02/2025;8
Garcia;Wanda;wendy41@jones.com;21;Finance;"Cloud, Gestion de projet, SQL";"Cloud, Python";Intermédiaire;"Kubernetes, Docker";"2 mois, 3 mois, 3 mois";21/02/2025;4
Fuller;Tony;lmercer@yahoo.com;24;Médecine;"Java, DevOps, Python";"Gestion de projet, Machine Learning";Débutant;"Kubernetes, Deep Learning";"5 mois, 6 mois, 5 mois";14/01/2025;6
Reyes;Christopher;amcbride@ellis.org;36;Informatique;"Java, SQL, Cloud";"DevOps, Python";Intermédiaire;"Cloud Computing, Docker";"1 mois, 4 mois, 5 mois";09/02/2025;10
Welch;Andrew;boydbrandy@cole.com;48;Ingénierie;"Machine Learning, Python, Cloud";"SQL, Cloud";Avancé;"Kubernetes, Blockchain";"4 mois, 1 mois, 2 mois";21/02/2025;4
Brown;Joshua;martinlarry@mendez.org;25;Médecine;"SQL, DevOps, Python";"Machine Learning, SQL";Débutant;"Kubernetes, Deep Learning";"5 mois, 6 mois, 4 mois";25/01/2025;10
Murillo;Amber;mspencer@gmail.com;48;Médecine;"SQL, Cloud, Gestion de projet";"SQL, Gestion de projet";Avancé;"Deep Learning, Kubernetes";"4 mois, 6 mois, 1 mois";13/01/2025;3
Michael;Brian;craigscott@gmail.com;58;Finance;"Cloud, Python, Gestion de projet";"SQL, Java";Avancé;"Cloud Computing, Kubernetes";"4 mois, 6 mois, 2 mois";09/02/2025;8
Hahn;Kelly;vgomez@hotmail.com;47;Médecine;"Gestion de projet, Java, SQL";"DevOps, Python";Intermédiaire;"Docker, Kubernetes";"3 mois, 5 mois, 3 mois";15/01/2025;6
Brewer;Christopher;erindavis@gmail.com;20;Informatique;"Python, Machine Learning, Gestion de projet";"DevOps, Java";Débutant;"Blockchain, Kubernetes";"5 mois, 6 mois, 1 mois";06/02/2025;1
Jones;Eric;judith47@hotmail.com;53;Finance;"Cloud, Gestion de projet, SQL";"Python, Gestion de projet";Avancé;"Cloud Computing, Docker";"3 mois, 2 mois, 1 mois";04/01/2025;7
Johnson;Jennifer;jestrada@brooks.com;24;Informatique;"Python, Gestion de projet, Java";"DevOps, Machine Learning";Débutant;"Kubernetes, Deep Learning";"1 mois, 3 mois, 1 mois";03/01/2025;8
Schmidt;Corey;allenstephanie@hotmail.com;28;Informatique;"Machine Learning, DevOps, Gestion de projet";"DevOps, Machine Learning";Intermédiaire;"Docker, Cloud Computing";"4 mois, 1 mois, 3 mois";01/03/2025;8
Freeman;Aaron;martinezstephanie@murray-daniels.com;58;Médecine;"Cloud, Python, Java";"DevOps, Machine Learning";Avancé;"Deep Learning, Blockchain";"6 mois, 1 mois, 3 mois";07/02/2025;8
Thomas;Christina;greerryan@yahoo.com;35;Médecine;"SQL, Python, Machine Learning";"Python, Java";Intermédiaire;"Docker, Cloud Computing";"3 mois, 3 mois, 3 mois";13/01/2025;6
Wright;Ellen;adam33@price.com;54;Médecine;"SQL, DevOps, Cloud";"Machine Learning, Python";Avancé;"Docker, Cloud Computing";"3 mois, 5 mois, 6 mois";23/02/2025;4
Frank;Darryl;cdean@hotmail.com;28;Informatique;"Java, Gestion de projet, Machine Learning";"Cloud, Python";Avancé;"Docker, Blockchain";"6 mois, 1 mois, 6 mois";10/01/2025;10
Nunez;Wanda;laurie99@gmail.com;24;Finance;"Machine Learning, DevOps, SQL";"Machine Learning, DevOps";Avancé;"Deep Learning, Cloud Computing";"5 mois, 6 mois, 6 mois";14/01/2025;8
Parsons;Matthew;sheila61@hotmail.com;60;Marketing;"Cloud, Python, Gestion de projet";"Python, Machine Learning";Avancé;"Deep Learning, Blockchain";"5 mois, 5 mois, 2 mois";12/02/2025;9
Mcdowell;Monique;stephenrosales@yahoo.com;37;Médecine;"Java, DevOps, SQL";"Machine Learning, SQL";Débutant;"Docker, Kubernetes";"2 mois, 1 mois, 6 mois";17/01/2025;10
Jackson;Toni;amyrodriguez@yahoo.com;30;Ingénierie;"Python, Cloud, DevOps";"Python, DevOps";Débutant;"Docker, Deep Learning";"5 mois, 5 mois, 1 mois";05/01/2025;4
Johnston;Gina;ashleyrussell@hotmail.com;60;Médecine;"Gestion de projet, DevOps, Cloud";"Machine Learning, Java";Intermédiaire;"Kubernetes, Deep Learning";"6 mois, 1 mois, 4 mois";04/01/2025;4
Hicks;Andre;dmccullough@gonzalez.net;25;Informatique;"DevOps, Machine Learning, Java";"Python, DevOps";Intermédiaire;"Cloud Computing, Kubernetes";"2 mois, 6 mois, 5 mois";15/02/2025;3
Deleon;Michael;phillipslaura@munoz-stewart.com;22;Marketing;"Java, Python, Cloud";"Java, SQL";Débutant;"Cloud Computing, Kubernetes";"5 mois, 5 mois, 3 mois";21/01/2025;9
Stevens;Teresa;joannajohnson@haynes.com;42;Ingénierie;"Java, SQL, Cloud";"Machine Learning, Python";Avancé;"Docker, Deep Learning";"6 mois, 2 mois, 6 mois";28/01/2025;4
Spencer;Jose;michaelbennett@dunn.net;51;Informatique;"Cloud, DevOps, SQL";"Python, Machine Learning";Débutant;"Docker, Deep Learning";"3 mois, 1 mois, 5 mois";02/02/2025;1
Chapman;Benjamin;bshea@snow-christian.net;50;Marketing;"DevOps, Cloud, Machine Learning";"Cloud, DevOps";Avancé;"Deep Learning, Docker";"3 mois, 1 mois, 3 mois";17/02/2025;5
Gould;Adam;adamjohnson@fox.net;30;Finance;"Gestion de projet, DevOps, Cloud";"Machine Learning, Python";Intermédiaire;"Cloud Computing, Blockchain";"4 mois, 5 mois, 4 mois";09/01/2025;10
Simmons;Stephanie;jmiller@ramsey-strong.info;58;Marketing;"Machine Learning, Java, DevOps";"DevOps, SQL";Avancé;"Blockchain, Docker";"3 mois, 3 mois, 6 mois";11/01/2025;9
Yu;John;fisherteresa@gmail.com;45;Ingénierie;"Python, DevOps, Java";"Java, Machine Learning";Débutant;"Deep Learning, Kubernetes";"4 mois, 2 mois, 1 mois";06/02/2025;4
Robinson;Lynn;lisawilliams@henderson.com;45;Médecine;"Gestion de projet, SQL, Python";"Cloud, Java";Débutant;"Kubernetes, Docker";"2 mois, 3 mois, 4 mois";25/01/2025;10
Valdez;Jessica;wmathews@yahoo.com;23;Informatique;"Gestion de projet, Python, Machine Learning";"DevOps, Python";Débutant;"Docker, Cloud Computing";"5 mois, 4 mois, 4 mois";27/01/2025;6
Howell;Nathan;tyler03@yahoo.com;59;Informatique;"DevOps, Java, Machine Learning";"Machine Learning, Python";Intermédiaire;"Blockchain, Docker";"6 mois, 4 mois, 3 mois";14/01/2025;6
Garza;Jason;amypacheco@gmail.com;49;Informatique;"Java, DevOps, SQL";"Java, SQL";Intermédiaire;"Kubernetes, Docker";"2 mois, 4 mois, 5 mois";25/02/2025;5
Craig;Timothy;ashley65@valenzuela-rivera.net;37;Marketing;"Machine Learning, SQL, Python";"Gestion de projet, Python";Avancé;"Docker, Cloud Computing";"3 mois, 3 mois, 3 mois";23/02/2025;2
Reed;Chad;lewisamber@moran.info;41;Marketing;"SQL, Java, Python";"Gestion de projet, DevOps";Débutant;"Cloud Computing, Docker";"2 mois, 3 mois, 6 mois";23/02/2025;7
Santiago;Collin;johnstonmichelle@yahoo.com;20;Médecine;"DevOps, Java, Gestion de projet";"Python, DevOps";Avancé;"Blockchain, Docker";"2 mois, 5 mois, 3 mois";05/01/2025;8
Thomas;Brenda;jennifersnow@hotmail.com;32;Ingénierie;"SQL, Java, Gestion de projet";"Machine Learning, Python";Avancé;"Cloud Computing, Blockchain";"2 mois, 2 mois, 4 mois";17/02/2025;5
Smith;Roberta;martintimothy@daniels.com;41;Marketing;"Python, DevOps, Cloud";"DevOps, SQL";Intermédiaire;"Deep Learning, Kubernetes";"2 mois, 1 mois, 2 mois";03/01/2025;10
Duncan;Scott;parkjessica@cooper.biz;24;Ingénierie;"Cloud, DevOps, Machine Learning";"Machine Learning, Gestion de projet";Intermédiaire;"Kubernetes, Deep Learning";"2 mois, 1 mois, 6 mois";01/01/2025;8
Davis;Joseph;foleybilly@yahoo.com;33;Marketing;"Gestion de projet, DevOps, Cloud";"Cloud, Gestion de projet";Débutant;"Blockchain, Cloud Computing";"6 mois, 2 mois, 2 mois";03/01/2025;4
Moss;Troy;daniel27@hotmail.com;52;Médecine;"SQL, Java, Gestion de projet";"Gestion de projet, Cloud";Intermédiaire;"Deep Learning, Docker";"2 mois, 6 mois, 4 mois";29/01/2025;5
Greene;Bobby;youngkelly@yahoo.com;28;Finance;"Machine Learning, DevOps, Java";"Python, DevOps";Débutant;"Deep Learning, Kubernetes";"4 mois, 2 mois, 6 mois";10/01/2025;6
Barry;John;sfrench@gmail.com;33;Marketing;"Python, Machine Learning, Cloud";"Gestion de projet, DevOps";Intermédiaire;"Deep Learning, Kubernetes";"5 mois, 5 mois, 2 mois";21/01/2025;3
Young;Tiffany;darleneburke@lam-boyd.org;42;Finance;"Cloud, Python, Machine Learning";"Python, Java";Avancé;"Cloud Computing, Docker";"5 mois, 3 mois, 4 mois";04/02/2025;4
Brown;Victoria;parsonsjames@rodriguez.org;56;Finance;"Java, DevOps, Python";"Gestion de projet, DevOps";Débutant;"Deep Learning, Blockchain";"5 mois, 5 mois, 5 mois";27/02/2025;5
Smith;Courtney;cfaulkner@delacruz-hansen.com;29;Médecine;"SQL, Python, Java";"Python, SQL";Intermédiaire;"Docker, Cloud Computing";"5 mois, 4 mois, 5 mois";25/02/2025;9
Jackson;Stephen;corey50@wright.org;21;Informatique;"Java, Python, Gestion de projet";"Java, Gestion de projet";Avancé;"Blockchain, Docker";"2 mois, 3 mois, 6 mois";16/01/2025;6
Jones;Julie;ellischeryl@stone.com;48;Informatique;"SQL, Python, Gestion de projet";"Python, Machine Learning";Intermédiaire;"Cloud Computing, Deep Learning";"4 mois, 4 mois, 5 mois";14/01/2025;9
Anderson;Javier;andre57@smith.net;23;Finance;"Gestion de projet, Machine Learning, DevOps";"Java, DevOps";Avancé;"Blockchain, Docker";"1 mois, 2 mois, 3 mois";01/02/2025;8
Thompson;Allison;laurenwhite@herrera.com;44;Marketing;"SQL, Java, Python";"Gestion de projet, Cloud";Avancé;"Cloud Computing, Kubernetes";"3 mois, 4 mois, 3 mois";02/02/2025;9
Fleming;Matthew;jamieoconnell@gmail.com;26;Finance;"Machine Learning, Cloud, Java";"SQL, DevOps";Débutant;"Kubernetes, Blockchain";"3 mois, 6 mois, 1 mois";19/02/2025;4
Romero;Laura;ray92@wells-dodson.com;35;Finance;"SQL, Machine Learning, DevOps";"Machine Learning, Cloud";Avancé;"Kubernetes, Blockchain";"6 mois, 3 mois, 1 mois";24/01/2025;6
Combs;Cynthia;walshjeffrey@berry-fuller.com;33;Ingénierie;"Cloud, DevOps, SQL";"Cloud, SQL";Débutant;"Docker, Deep Learning";"3 mois, 5 mois, 2 mois";04/02/2025;4
Brown;Sherry;jamesblair@yahoo.com;20;Ingénierie;"SQL, Java, DevOps";"Cloud, SQL";Intermédiaire;"Cloud Computing, Docker";"3 mois, 6 mois, 6 mois";20/02/2025;9
Jenkins;Daniel;hicksrichard@jackson.biz;49;Médecine;"SQL, Python, Java";"Cloud, Java";Débutant;"Blockchain, Kubernetes";"1 mois, 2 mois, 5 mois";28/01/2025;5
Thompson;Jennifer;davidcochran@adams.com;24;Ingénierie;"Java, Gestion de projet, Machine Learning";"Python, Machine Learning";Intermédiaire;"Docker, Cloud Computing";"2 mois, 1 mois, 3 mois";21/02/2025;5
Martin;Amy;lindsay19@hotmail.com;28;Informatique;"SQL, Gestion de projet, Cloud";"Machine Learning, Cloud";Débutant;"Docker, Kubernetes";"3 mois, 3 mois, 5 mois";02/01/2025;3
Rollins;Scott;taylorelizabeth@white.com;33;Marketing;"Java, Python, DevOps";"SQL, Java";Débutant;"Deep Learning, Kubernetes";"5 mois, 3 mois, 3 mois";07/01/2025;2
Allen;Amber;harrisonshannon@hotmail.com;27;Ingénierie;"Java, Machine Learning, DevOps";"Java, Cloud";Intermédiaire;"Deep Learning, Docker";"4 mois, 4 mois, 3 mois";15/02/2025;4
Myers;Debra;dwoods@gmail.com;49;Marketing;"Java, Cloud, DevOps";"Cloud, Java";Avancé;"Kubernetes, Cloud Computing";"5 mois, 4 mois, 5 mois";11/01/2025;3
Bennett;Kurt;lbell@crawford.com;60;Marketing;"Python, Gestion de projet, Cloud";"DevOps, Cloud";Avancé;"Deep Learning, Kubernetes";"5 mois, 1 mois, 3 mois";03/02/2025;4
Lopez;David;geraldrobertson@mills-johnson.com;57;Informatique;"Machine Learning, DevOps, Cloud";"Machine Learning, Java";Débutant;"Docker, Deep Learning";"6 mois, 4 mois, 2 mois";28/01/2025;5
Dean;James;steve63@hotmail.com;50;Informatique;"DevOps, Cloud, Python";"Gestion de projet, Java";Débutant;"Docker, Deep Learning";"6 mois, 3 mois, 3 mois";14/01/2025;10
Lopez;Deborah;mary07@gmail.com;44;Finance;"SQL, Cloud, Gestion de projet";"Machine Learning, DevOps";Débutant;"Docker, Cloud Computing";"5 mois, 5 mois, 3 mois";16/01/2025;8
Levy;Tyler;charles84@robertson-archer.com;31;Informatique;"SQL, DevOps, Gestion de projet";"Python, Gestion de projet";Intermédiaire;"Kubernetes, Docker";"2 mois, 4 mois, 3 mois";27/02/2025;9
Jenkins;Jacob;millererin@brooks-delgado.com;56;Médecine;"DevOps, Python, Cloud";"Python, SQL";Intermédiaire;"Blockchain, Docker";"5 mois, 6 mois, 5 mois";02/01/2025;5
Gomez;Joshua;thomascarter@hess-ritter.com;59;Médecine;"Java, Python, DevOps";"Python, Cloud";Intermédiaire;"Cloud Computing, Docker";"2 mois, 2 mois, 1 mois";29/01/2025;3
Macdonald;William;sheilaoconnell@gmail.com;21;Ingénierie;"DevOps, Gestion de projet, Cloud";"Gestion de projet, Java";Débutant;"Blockchain, Deep Learning";"5 mois, 3 mois, 3 mois";03/02/2025;5
Brooks;Erik;joshua50@gmail.com;29;Informatique;"Java, Python, DevOps";"Cloud, Gestion de projet";Débutant;"Kubernetes, Docker";"5 mois, 3 mois, 4 mois";02/01/2025;2
Simpson;Derek;heather37@yahoo.com;53;Médecine;"Gestion de projet, Cloud, Python";"Machine Learning, DevOps";Avancé;"Kubernetes, Cloud Computing";"1 mois, 2 mois, 4 mois";17/01/2025;10
White;David;nicolepeterson@reed-lindsey.com;50;Informatique;"Gestion de projet, Python, Machine Learning";"Python, Gestion de projet";Avancé;"Cloud Computing, Docker";"4 mois, 6 mois, 4 mois";02/02/2025;9
Obrien;Kurt;lanceford@gmail.com;27;Médecine;"Java, Machine Learning, Cloud";"DevOps, Machine Learning";Intermédiaire;"Docker, Blockchain";"5 mois, 6 mois, 2 mois";01/03/2025;8
Rios;Tiffany;ohaas@chavez.info;50;Marketing;"Python, Cloud, Java";"Machine Learning, Java";Débutant;"Kubernetes, Deep Learning";"5 mois, 4 mois, 2 mois";09/02/2025;2
Brown;James;hannah14@garcia.org;34;Informatique;"SQL, DevOps, Cloud";"DevOps, Python";Intermédiaire;"Cloud Computing, Docker";"2 mois, 5 mois, 3 mois";28/02/2025;10
Gilbert;Emily;paynemarcus@mcmillan.com;45;Ingénierie;"DevOps, SQL, Python";"SQL, Java";Débutant;"Blockchain, Docker";"5 mois, 1 mois, 1 mois";01/01/2025;4
Harrison;Pamela;angela89@yahoo.com;56;Médecine;"Python, Cloud, Java";"DevOps, SQL";Débutant;"Blockchain, Deep Learning";"3 mois, 2 mois, 1 mois";09/01/2025;9
Tapia;Matthew;jordancynthia@yahoo.com;53;Médecine;"DevOps, SQL, Python";"Java, SQL";Intermédiaire;"Blockchain, Deep Learning";"2 mois, 2 mois, 1 mois";16/02/2025;9
Martinez;Jesus;gjensen@yahoo.com;37;Médecine;"Python, SQL, Machine Learning";"Python, DevOps";Intermédiaire;"Kubernetes, Docker";"1 mois, 1 mois, 5 mois";21/02/2025;9
Moreno;Alejandra;robertgoodwin@gmail.com;44;Ingénierie;"Gestion de projet, SQL, Python";"Cloud, Java";Débutant;"Deep Learning, Cloud Computing";"2 mois, 6 mois, 6 mois";10/02/2025;7
Richardson;Rebecca;michele32@hotmail.com;26;Informatique;"Python, DevOps, Gestion de projet";"Java, SQL";Intermédiaire;"Docker, Kubernetes";"2 mois, 4 mois, 6 mois";16/02/2025;6
Herrera;Christina;oliverstacey@glenn.org;58;Informatique;"Machine Learning, SQL, Cloud";"Python, SQL";Intermédiaire;"Cloud Computing, Blockchain";"1 mois, 1 mois, 6 mois";21/02/2025;3
Kane;Perry;samuel47@gmail.com;48;Finance;"SQL, DevOps, Java";"DevOps, Gestion de projet";Débutant;"Cloud Computing, Deep Learning";"4 mois, 3 mois, 2 mois";21/01/2025;10
Evans;Nicholas;annjohnson@holmes-washington.net;44;Ingénierie;"Gestion de projet, Cloud, Python";"Python, SQL";Avancé;"Kubernetes, Deep Learning";"4 mois, 4 mois, 3 mois";25/02/2025;5
Gonzalez;David;lewisdavid@hotmail.com;21;Finance;"Gestion de projet, Machine Learning, Cloud";"Machine Learning, Gestion de projet";Avancé;"Blockchain, Deep Learning";"6 mois, 5 mois, 6 mois";16/01/2025;10
Martinez;Damon;lewiskayla@johnson-stein.com;40;Ingénierie;"Java, Cloud, Machine Learning";"Machine Learning, Python";Débutant;"Blockchain, Kubernetes";"4 mois, 2 mois, 5 mois";28/02/2025;6
White;Tina;sydneywade@ramirez-delgado.biz;49;Finance;"Gestion de projet, SQL, DevOps";"DevOps, Java";Avancé;"Cloud Computing, Blockchain";"4 mois, 2 mois, 5 mois";21/02/2025;10
Hill;Michaela;schroedergarrett@davis-garza.com;40;Marketing;"Python, Java, DevOps";"Python, Java";Avancé;"Cloud Computing, Blockchain";"3 mois, 3 mois, 6 mois";09/01/2025;5
Davis;Russell;matthewstevens@yahoo.com;57;Ingénierie;"Gestion de projet, Cloud, DevOps";"SQL, Java";Intermédiaire;"Kubernetes, Cloud Computing";"5 mois, 4 mois, 3 mois";02/01/2025;6
Bullock;Jose;hansonjanet@gmail.com;41;Finance;"Gestion de projet, Java, SQL";"Machine Learning, Java";Avancé;"Blockchain, Deep Learning";"1 mois, 6 mois, 1 mois";07/01/2025;10
Decker;Trevor;youngbrittany@kidd-adams.info;57;Ingénierie;"Python, Gestion de projet, Machine Learning";"SQL, Machine Learning";Avancé;"Cloud Computing, Docker";"5 mois, 6 mois, 3 mois";12/01/2025;4
Daniels;Jason;brittany05@yahoo.com;38;Finance;"Machine Learning, Java, Gestion de projet";"Java, Gestion de projet";Débutant;"Deep Learning, Blockchain";"6 mois, 2 mois, 1 mois";22/01/2025;9
Smith;Ashley;lpollard@gmail.com;45;Finance;"Cloud, Machine Learning, DevOps";"Cloud, Gestion de projet";Avancé;"Deep Learning, Kubernetes";"5 mois, 6 mois, 4 mois";16/02/2025;5
Thompson;William;edwardchandler@moore-bass.net;43;Finance;"Machine Learning, Python, Gestion de projet";"SQL, Python";Intermédiaire;"Docker, Deep Learning";"6 mois, 1 mois, 1 mois";02/01/2025;3
Brooks;Heather;wmendez@murphy.net;20;Médecine;"Cloud, Machine Learning, Gestion de projet";"Java, Gestion de projet";Intermédiaire;"Cloud Computing, Deep Learning";"6 mois, 6 mois, 4 mois";24/02/2025;4
Murray;David;christine46@cohen-perez.com;49;Médecine;"Python, SQL, Machine Learning";"Machine Learning, Gestion de projet";Avancé;"Docker, Kubernetes";"3 mois, 4 mois, 4 mois";02/02/2025;4
Johnson;Susan;janetbender@warren.com;39;Informatique;"Machine Learning, DevOps, Gestion de projet";"SQL, Gestion de projet";Intermédiaire;"Kubernetes, Deep Learning";"5 mois, 2 mois, 2 mois";24/01/2025;2
Gonzalez;Michael;hollandxavier@gmail.com;44;Médecine;"Python, Gestion de projet, SQL";"SQL, DevOps";Débutant;"Blockchain, Kubernetes";"2 mois, 5 mois, 4 mois";03/01/2025;4
Hicks;Melissa;davidsullivan@reyes.info;48;Ingénierie;"Gestion de projet, SQL, Python";"Python, Java";Intermédiaire;"Cloud Computing, Blockchain";"4 mois, 3 mois, 5 mois";12/02/2025;4
Santiago;Brandon;theresaowen@gmail.com;30;Médecine;"Cloud, Machine Learning, Python";"DevOps, Cloud";Débutant;"Kubernetes, Deep Learning";"5 mois, 4 mois, 3 mois";29/01/2025;8
Gutierrez;David;amy36@gmail.com;35;Informatique;"Gestion de projet, SQL, Java";"DevOps, Python";Débutant;"Blockchain, Cloud Computing";"4 mois, 1 mois, 3 mois";02/03/2025;7
Long;Angela;nrodriguez@mcdonald.info;38;Finance;"Machine Learning, Gestion de projet, Python";"Gestion de projet, SQL";Avancé;"Cloud Computing, Deep Learning";"6 mois, 2 mois, 6 mois";22/02/2025;10
Page;Mark;dford@white.com;28;Ingénierie;"Machine Learning, Python, DevOps";"DevOps, Gestion de projet";Intermédiaire;"Blockchain, Docker";"4 mois, 1 mois, 4 mois";18/01/2025;2
Thompson;Rhonda;richard75@gmail.com;36;Finance;"Java, Python, Gestion de projet";"DevOps, SQL";Débutant;"Docker, Kubernetes";"5 mois, 1 mois, 3 mois";26/02/2025;4
Stanley;Elizabeth;virginia19@hotmail.com;21;Marketing;"Java, Machine Learning, Python";"Cloud, Machine Learning";Débutant;"Deep Learning, Kubernetes";"2 mois, 5 mois, 2 mois";24/02/2025;1
Moore;Amy;medinazachary@lane.info;37;Finance;"Cloud, DevOps, Python";"DevOps, Java";Débutant;"Docker, Deep Learning";"6 mois, 5 mois, 1 mois";15/02/2025;7
